source_file,replicate_file_id,formulation_group,interval_end_time_h,interval_duration_h,interval_mean_absorbance,interval_AUC,AUC_0_8h,interval_auc_fraction,sum_of_interval_fractions,sum_check_pass,auc_method
0523-紫外-亚甲蓝-GPTS.xlsx,0523-紫外-亚甲蓝-GPTS,GPT-5-mini,0.5,0.5,0.12033333333333333,0.06016666666666667,2.1466666666666665,0.02802795031055901,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0428-紫外-亚甲蓝-Qwen.xlsx,0428-紫外-亚甲蓝-Qwen,Qwen3.6-plus,0.5,0.5,0.07033333333333334,0.03516666666666667,1.8803333333333332,0.018702357737989724,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0428-紫外-亚甲蓝-Qwen.xlsx,0428-紫外-亚甲蓝-Qwen,Qwen3.6-plus,1.0,0.5,0.07566666666666666,0.03783333333333333,1.8803333333333332,0.02012054600248183,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0428-紫外-亚甲蓝-Qwen.xlsx,0428-紫外-亚甲蓝-Qwen,Qwen3.6-plus,2.0,1.0,0.16066666666666665,0.16066666666666665,1.8803333333333332,0.0854458429356497,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0428-紫外-亚甲蓝-Qwen.xlsx,0428-紫外-亚甲蓝-Qwen,Qwen3.6-plus,4.0,2.0,0.49733333333333335,0.9946666666666667,1.8803333333333332,0.5289842226555576,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0428-紫外-亚甲蓝-Qwen.xlsx,0428-紫外-亚甲蓝-Qwen,Qwen3.6-plus,6.0,2.0,0.2866666666666666,0.5733333333333333,1.8803333333333332,0.3049104768658039,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0428-紫外-亚甲蓝-Qwen.xlsx,0428-紫外-亚甲蓝-Qwen,Qwen3.6-plus,8.0,2.0,0.03933333333333333,0.07866666666666666,1.8803333333333332,0.04183655380251729,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0525-紫外-亚甲蓝-Qwen.xlsx,0525-紫外-亚甲蓝-Qwen,Qwen3.6-plus,0.5,0.5,0.235,0.1175,1.9948333333333332,0.05890216392346896,1.0,True,interval-average absorbance times duration; no trapezoidal interpolation
0525-紫外-亚甲蓝-Qwen.xlsx,0525-紫外-亚甲蓝-Qwen,Qwen3.6-plus,1.0,0.5,0.17200000000000001,0.08600000000000001,1.9948333333333332,0.04311137104185814,1.0,True,interval-average absorbance times duration; no trapezoidal interpolation
0525-紫外-亚甲蓝-Qwen.xlsx,0525-紫外-亚甲蓝-Qwen,Qwen3.6-plus,2.0,1.0,0.228,0.228,1.9948333333333332,0.11429526276213553,1.0,True,interval-average absorbance times duration; no trapezoidal interpolation
0525-紫外-亚甲蓝-Qwen.xlsx,0525-紫外-亚甲蓝-Qwen,Qwen3.6-plus,4.0,2.0,0.46366666666666667,0.9273333333333333,1.9948333333333332,0.46486757456763306,1.0,True,interval-average absorbance times duration; no trapezoidal interpolation
0525-紫外-亚甲蓝-Qwen.xlsx,0525-紫外-亚甲蓝-Qwen,Qwen3.6-plus,6.0,2.0,0.2813333333333333,0.5626666666666666,1.9948333333333332,0.28206199348316485,1.0,True,interval-average absorbance times duration; no trapezoidal interpolation
0525-紫外-亚甲蓝-Qwen.xlsx,0525-紫外-亚甲蓝-Qwen,Qwen3.6-plus,8.0,2.0,0.03666666666666667,0.07333333333333333,1.9948333333333332,0.036761634221739496,1.0,True,interval-average absorbance times duration; no trapezoidal interpolation
0526-紫外-亚甲蓝-Qwen.xlsx,0526-紫外-亚甲蓝-Qwen,Qwen3.6-plus,0.5,0.5,0.11066666666666668,0.05533333333333334,3.023833333333333,0.01829906851127157,1.0,True,interval-average absorbance times duration; no trapezoidal interpolation
0526-紫外-亚甲蓝-Qwen.xlsx,0526-紫外-亚甲蓝-Qwen,Qwen3.6-plus,1.0,0.5,0.12833333333333333,0.06416666666666666,3.023833333333333,0.02122030535192636,1.0,True,interval-average absorbance times duration; no trapezoidal interpolation
0526-紫外-亚甲蓝-Qwen.xlsx,0526-紫外-亚甲蓝-Qwen,Qwen3.6-plus,2.0,1.0,0.20766666666666667,0.20766666666666667,3.023833333333333,0.06867662459350714,1.0,True,interval-average absorbance times duration; no trapezoidal interpolation
0526-紫外-亚甲蓝-Qwen.xlsx,0526-紫外-亚甲蓝-Qwen,Qwen3.6-plus,4.0,2.0,0.769,1.538,3.023833333333333,0.5086259163313676,1.0,True,interval-average absorbance times duration; no trapezoidal interpolation
0526-紫外-亚甲蓝-Qwen.xlsx,0526-紫外-亚甲蓝-Qwen,Qwen3.6-plus,6.0,2.0,0.5023333333333334,1.0046666666666668,3.023833333333333,0.33224935236730424,1.0,True,interval-average absorbance times duration; no trapezoidal interpolation
0526-紫外-亚甲蓝-Qwen.xlsx,0526-紫外-亚甲蓝-Qwen,Qwen3.6-plus,8.0,2.0,0.077,0.154,3.023833333333333,0.05092873284462327,1.0,True,interval-average absorbance times duration; no trapezoidal interpolation
0417-紫外-亚甲蓝-标准粘度.xlsx,0417-紫外-亚甲蓝-标准粘度,Standard,0.5,0.5,0.005333333333333333,0.0026666666666666666,1.6573333333333333,0.0016090104585679806,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0417-紫外-亚甲蓝-标准粘度.xlsx,0417-紫外-亚甲蓝-标准粘度,Standard,1.0,0.5,0.050666666666666665,0.025333333333333333,1.6573333333333333,0.015285599356395816,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0417-紫外-亚甲蓝-标准粘度.xlsx,0417-紫外-亚甲蓝-标准粘度,Standard,2.0,1.0,0.138,0.138,1.6573333333333333,0.083266291230893,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0417-紫外-亚甲蓝-标准粘度.xlsx,0417-紫外-亚甲蓝-标准粘度,Standard,4.0,2.0,0.448,0.896,1.6573333333333333,0.5406275140788416,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0417-紫外-亚甲蓝-标准粘度.xlsx,0417-紫外-亚甲蓝-标准粘度,Standard,6.0,2.0,0.254,0.508,1.6573333333333333,0.30651649235720035,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0417-紫外-亚甲蓝-标准粘度.xlsx,0417-紫外-亚甲蓝-标准粘度,Standard,8.0,2.0,0.043666666666666666,0.08733333333333333,1.6573333333333333,0.052695092518101366,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0421-紫外-亚甲蓝-标准粘度.xlsx,0421-紫外-亚甲蓝-标准粘度,Standard,0.5,0.5,0.032,0.016,2.502,0.00639488409272582,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0421-紫外-亚甲蓝-标准粘度.xlsx,0421-紫外-亚甲蓝-标准粘度,Standard,1.0,0.5,0.052,0.026,2.502,0.010391686650679457,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0421-紫外-亚甲蓝-标准粘度.xlsx,0421-紫外-亚甲蓝-标准粘度,Standard,2.0,1.0,0.168,0.168,2.502,0.06714628297362112,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0421-紫外-亚甲蓝-标准粘度.xlsx,0421-紫外-亚甲蓝-标准粘度,Standard,4.0,2.0,0.5153333333333333,1.0306666666666666,2.502,0.4119371169730882,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0421-紫外-亚甲蓝-标准粘度.xlsx,0421-紫外-亚甲蓝-标准粘度,Standard,6.0,2.0,0.553,1.106,2.502,0.44204636290967236,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0421-紫外-亚甲蓝-标准粘度.xlsx,0421-紫外-亚甲蓝-标准粘度,Standard,8.0,2.0,0.07766666666666666,0.15533333333333332,2.502,0.062083666400213164,1.0000000000000002,True,interval-average absorbance times duration; no trapezoidal interpolation
0520-紫外-亚甲蓝-标准粘度.xlsx,0520-紫外-亚甲蓝-标准粘度,Standard,0.5,0.5,0.005666666666666667,0.0028333333333333335,1.5908333333333335,0.0017810371922472497,0.9999999999999999,True,interval-average absorbance times duration; no trapezoidal interpolation
0520-紫外-亚甲蓝-标准粘度.xlsx,0520-紫外-亚甲蓝-标准粘度,Standard,1.0,0.5,0.03266666666666667,0.016333333333333335,1.5908333333333335,0.010267155578837088,0.9999999999999999,True,interval-average absorbance times duration; no trapezoidal interpolation
0520-紫外-亚甲蓝-标准粘度.xlsx,0520-紫外-亚甲蓝-标准粘度,Standard,2.0,1.0,0.151,0.151,1.5908333333333335,0.09491880565741224,0.9999999999999999,True,interval-average absorbance times duration; no trapezoidal interpolation
0520-紫外-亚甲蓝-标准粘度.xlsx,0520-紫外-亚甲蓝-标准粘度,Standard,4.0,2.0,0.4386666666666667,0.8773333333333334,1.5908333333333335,0.5514929282346778,0.9999999999999999,True,interval-average absorbance times duration; no trapezoidal interpolation
0520-紫外-亚甲蓝-标准粘度.xlsx,0520-紫外-亚甲蓝-标准粘度,Standard,6.0,2.0,0.25633333333333336,0.5126666666666667,1.5908333333333335,0.3222629649030906,0.9999999999999999,True,interval-average absorbance times duration; no trapezoidal interpolation
0520-紫外-亚甲蓝-标准粘度.xlsx,0520-紫外-亚甲蓝-标准粘度,Standard,8.0,2.0,0.015333333333333332,0.030666666666666665,1.5908333333333335,0.019277108433734935,0.9999999999999999,True,interval-average absorbance times duration; no trapezoidal interpolation
