group_type,group_value,file_count,supported_count,unsupported_count,verdict_same_count,verdict_different_count,verdict_unknown_count,avg_experiment_completeness_pct,avg_dimension_coverage_pct,avg_dimension_detail_score_pct,avg_mechanism_score_pct,avg_reasoning_score_pct,avg_structural_completeness_pct,avg_overall_quality_score_pct,comparison_table_rate_pct,reference_trace_rate_pct,placeholder_reference_rate_pct,repeat_group_count,complete_repeat_group_count,consistent_repeat_group_count,inconsistent_repeat_group_count,potential_false_positive_count,potential_false_negative_count,repeat_consistency_rate_pct,bert_scored_count,avg_bert_f1_pct
MANUFACTURER_PAIR,拜新同 vs 贝奇康,3,3,0,3,0,0,88.89,100.0,100.0,29.0,89.3,100.0,85.52,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 赛新同,3,3,0,3,0,0,94.44,100.0,99.63,29.0,80.42,100.0,85.25,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,皿治林 vs 奥尼捷,3,3,0,3,0,0,94.44,100.0,99.63,32.67,80.42,100.0,85.8,100.0,100.0,66.67,3,0,0,0,0,0,0.0,0,0.0
MANUFACTURER_PAIR,皿治林 vs 皿治林,6,6,0,6,0,0,94.44,100.0,99.82,36.67,79.79,100.0,86.33,100.0,100.0,83.33,3,0,3,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,美卡素 vs 安内强,12,12,0,7,5,0,83.33,100.0,99.4,32.67,87.57,100.0,84.61,100.0,100.0,66.67,3,0,0,1,0,0,0.0,0,0.0
MANUFACTURER_PAIR,美卡素 vs 欧美宁,12,12,0,7,5,0,75.0,100.0,99.55,30.83,86.6,97.92,82.23,100.0,100.0,83.33,3,0,0,1,0,0,0.0,0,0.0
MANUFACTURER_PAIR,美卡素 vs 毓乐宁,12,12,0,10,2,0,83.33,100.0,99.41,29.92,81.77,100.0,83.33,100.0,100.0,91.67,3,0,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,美卡素 vs 美卡素,18,18,0,16,2,0,83.33,100.0,99.51,30.83,84.49,100.0,83.89,100.0,100.0,83.33,3,3,3,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,美卡素 vs 舒尼亚,18,18,0,13,5,0,80.55,100.0,99.55,29.0,85.14,100.0,83.16,100.0,100.0,100.0,3,3,1,0,0,0,100.0,0,0.0
FORMAT,.docx,174,174,0,149,25,0,84.29,100.0,99.63,30.79,84.92,99.71,84.11,100.0,100.0,87.36,0,0,0,0,0,0,0.0,0,0.0
